id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1244762057213448193,1244762057213448193,1585609375000,2020-03-31,02:02:55,שעון קיץ ירושלים,3033714667,mrossnews,Michelle Arezou Ross,"Bronx, NY","Breathtaking photos. Feeling a sense of American pride when I see these images. 

#USNSComfort
#HospitalShip
#Coronavirus
#COVID19
📷: @Reuters pic.twitter.com/qA9HcJCB6K",['reuters'],[],"['https://pbs.twimg.com/media/EUZIfiWX0AcilWK.jpg', 'https://pbs.twimg.com/media/EUZIfiZXYAAdDC_.jpg']",0,4,11,"['#usnscomfort', '#hospitalship', '#coronavirus', '#covid19']",[],https://twitter.com/MRossNews/status/1244762057213448193,False,,0,New York,,,,,,"[{'user_id': '3033714667', 'username': 'MRossNews'}, {'user_id': '1652541', 'username': 'Reuters'}]",,,,
1244740528132014082,1244740528132014082,1585604242000,2020-03-31,00:37:22,שעון קיץ ירושלים,1095983808,veronatownship,Township of Verona,"Verona, NJ","Dear Verona Residents:

This afternoon, the Montclair Health Department updated the number of residents of Verona who have tested positive with novel Coronavirus disease 2019 (COVID-19) to seventeen (17). This…  https://www.instagram.com/p/B-X4UWhD_Rv/?igshid=1eyniv6y3eqoa …",[],['https://www.instagram.com/p/B-X4UWhD_Rv/?igshid=1eyniv6y3eqoa'],[],0,2,4,[],[],https://twitter.com/VeronaTownship/status/1244740528132014082,False,,0,New York,,,,,,"[{'user_id': '1095983808', 'username': 'VeronaTownship'}]",,,,
1244738109490806784,1244738109490806784,1585603666000,2020-03-31,00:27:46,שעון קיץ ירושלים,245953646,joeborellinyc,Joe Borelli,"Staten Island, NY","Sad we must discuss this, but #FirstResponders & city & state essential workers must be given FULL LINE OF DUTY DEATH BENEFITS per their contracts, if they succumb to #COVID19. It must be presumed that they contracted it while working for the public, Period. #coronavirus #NYC pic.twitter.com/RCcXPZfUzu",[],[],['https://pbs.twimg.com/media/EUYytVfX0AACR-m.jpg'],25,191,494,"['#firstresponders', '#covid19', '#coronavirus', '#nyc']",[],https://twitter.com/JoeBorelliNYC/status/1244738109490806784,False,,0,New York,,,,,,"[{'user_id': '245953646', 'username': 'JoeBorelliNYC'}, {'user_id': '393722421', 'username': 'HeyNowJO'}, {'user_id': '362768344', 'username': 'StevenMatteo'}, {'user_id': '142790559', 'username': 'CMDebiRose'}, {'user_id': '757862089', 'username': 'NMalliotakis'}, {'user_id': '758285982', 'username': 'MikeWReilly'}, {'user_id': '2359955326', 'username': 'Charlesdfall'}, {'user_id': '22102584', 'username': 'senatorlanza'}, {'user_id': '574734714', 'username': 'Michael_Cusick'}, {'user_id': '80890505', 'username': 'dianesavino'}, {'user_id': '531916677', 'username': 'FranciscoMoyaNY'}]",,,,
1244737968700567560,1244737968700567560,1585603632000,2020-03-31,00:27:12,שעון קיץ ירושלים,2838926055,anieakpe,Anie Akpe,"New York, NY","You can’t make this ish up. 🤣
#COVID19 #coronavirus #PressConference https://twitter.com/Yamiche/status/1244737591175458817 …",[],['https://twitter.com/Yamiche/status/1244737591175458817'],[],0,0,0,"['#covid19', '#coronavirus', '#pressconference']",[],https://twitter.com/AnieAkpe/status/1244737968700567560,False,https://twitter.com/Yamiche/status/1244737591175458817,0,New York,,,,,,"[{'user_id': '2838926055', 'username': 'AnieAkpe'}]",,,,
1244737680602279936,1244737680602279936,1585603563000,2020-03-31,00:26:03,שעון קיץ ירושלים,2838926055,anieakpe,Anie Akpe,"New York, NY","Trump said my hair is blowing around and it’s mine 🤣😂🤣

*^*In the middle of the #PressConference
#TheLockdown #coronavirus #COVID19",[],[],[],1,0,4,"['#pressconference', '#thelockdown', '#coronavirus', '#covid19']",[],https://twitter.com/AnieAkpe/status/1244737680602279936,False,,0,New York,,,,,,"[{'user_id': '2838926055', 'username': 'AnieAkpe'}]",,,,
1244717232556593154,1244717232556593154,1585598688000,2020-03-30,23:04:48,שעון קיץ ירושלים,1568858138,monasalama_,Mona Salama,"Bronx, NY","""After speaking with the Attending Physician by phone, I was diagnosed with presumed coronavirus infection. At the advice of The Attending Physician, neither COVID 19 laboratory testing nor a doctor's office visit was recommended"" https://twitter.com/MonaSalama_/status/1244717204844744891 …",[],['https://twitter.com/MonaSalama_/status/1244717204844744891'],[],0,1,0,[],[],https://twitter.com/MonaSalama_/status/1244717232556593154,False,https://twitter.com/MonaSalama_/status/1244717204844744891,0,New York,,,,,,"[{'user_id': '1568858138', 'username': 'MonaSalama_'}]",,,,
1244715852907401221,1244715852907401221,1585598359000,2020-03-30,22:59:19,שעון קיץ ירושלים,225709644,breakinnewsboy,Darren McQuade,"Manhattan, NY","Photo: Navy Sailor stands in front of the #USSComfort which arrived in #NYC today.

#Comfort #CoronavirusNewYork #COVID19 #coronavirus #photography
#PIX11NEWS pic.twitter.com/khApXqwGqK",[],[],['https://pbs.twimg.com/media/EUYeeE7XsAA2CEq.jpg'],0,3,18,"['#usscomfort', '#nyc', '#comfort', '#coronavirusnewyork', '#covid19', '#coronavirus', '#photography', '#pix11news']",[],https://twitter.com/BreakinNewsBoy/status/1244715852907401221,False,,0,New York,,,,,,"[{'user_id': '225709644', 'username': 'BreakinNewsBoy'}]",,,,
1244714822719209473,1244714822719209473,1585598114000,2020-03-30,22:55:14,שעון קיץ ירושלים,225709644,breakinnewsboy,Darren McQuade,"Manhattan, NY","Groups of people are ignoring #SocialDistancing and gathering in the few spots where you can get a glimpse of the #USSComfort. Police told people to disperse.

#Comfort #NYC #COVID19 #coronavirus #NewYork
#PIX11NEWS pic.twitter.com/6i6jA1a7dk",[],[],['https://pbs.twimg.com/media/EUYdiCAXkAE5i4Q.jpg'],0,1,5,"['#socialdistancing', '#usscomfort', '#comfort', '#nyc', '#covid19', '#coronavirus', '#newyork', '#pix11news']",[],https://twitter.com/BreakinNewsBoy/status/1244714822719209473,False,,0,New York,,,,,,"[{'user_id': '225709644', 'username': 'BreakinNewsBoy'}]",,,,
1244685909326520321,1244685909326520321,1585591220000,2020-03-30,21:00:20,שעון קיץ ירושלים,191681725,leeabbamonte,Lee Abbamonte,"Manhattan, NY",Makeshift hospital in the East Meadow of Central Park #NYC to handle overflow #COVID19 patients from nearby Mount Sinai Hospital. Godspeed to all. This is madness. #coronavirus pic.twitter.com/Em066tKY5c,[],[],['https://pbs.twimg.com/media/EUYDOz8WAAEK8xP.jpg'],1,1,13,"['#nyc', '#covid19', '#coronavirus']",[],https://twitter.com/LeeAbbamonte/status/1244685909326520321,False,,0,New York,,,,,,"[{'user_id': '191681725', 'username': 'LeeAbbamonte'}]",,,,
1244642170872770568,1244642170872770568,1585580792000,2020-03-30,18:06:32,שעון קיץ ירושלים,65037137,ryankristafer,Ryan Kristafer,"Manhattan, NY","Shout out to Brooklyn’s @beatthebombnyc for donating thousands of protective suits, gloves and face shields to local #nyc hospitals. ❤️ #coronavirus #covid19 @KerryDrewTV @BIANCApeters8 pic.twitter.com/1YPPny86KZ","['beatthebombnyc', 'kerrydrewtv', 'biancapeters8']",[],[],0,2,6,"['#nyc', '#coronavirus', '#covid19']",[],https://twitter.com/RyanKristafer/status/1244642170872770568,False,,1,New York,,,,,,"[{'user_id': '65037137', 'username': 'RyanKristafer'}, {'user_id': '732438079877812224', 'username': 'beatthebombnyc'}, {'user_id': '370331254', 'username': 'KerryDrewTV'}, {'user_id': '22801854', 'username': 'BIANCApeters8'}]",,,,
1244630303374749698,1244630303374749698,1585577963000,2020-03-30,17:19:23,שעון קיץ ירושלים,773600556,jonesroly,Roland Wyn Jones 🏴󠁧󠁢󠁷󠁬󠁳󠁿&🇬🇧&🇺🇸in🗽,"Financial District, Manhattan",Really great to see @USNSComfort on its way up the #Hudson River to dock in #NewYork this morning #MondayMorning #coronavirus #COVID19 #USNSComfort #USNavy pic.twitter.com/an5EbTeOSJ,['usnscomfort'],[],[],1,2,7,"['#hudson', '#newyork', '#mondaymorning', '#coronavirus', '#covid19', '#usnscomfort', '#usnavy']",[],https://twitter.com/JonesRoly/status/1244630303374749698,False,,1,New York,,,,,,"[{'user_id': '773600556', 'username': 'JonesRoly'}, {'user_id': '105174965', 'username': 'USNSComfort'}]",,,,
