,Date,name,tweet,death
322,2020-03-05,Donald J. Trump, gallup just gave us the highest rating ever for the way we are handling the coronavirus situation the april 200910 swine flu where nearly 13000 people died in the us was poorly handled ask msdnc lightweight washington failure ronaldklain who the president was then,5151
323,2020-03-05,Donald J. Trump, the department of education is not closing hundreds of schools in rural areas of our country this is just more fake news we are investing greatly in our schools and always will,5151
324,2020-03-05,Donald J. Trump, mini mike you re easy    ,5151
325,2020-03-05,Donald J. Trump, with approximately 100000 coronavirus cases worldwide and 3280 deaths the united states because of quick action on closing our borders has as of now only 129 cases 40 americans brought in and 11 deaths we are working very hard to keep these numbers as low as possible,5151
326,2020-03-05,Donald J. Trump, joe biden represents the past president trump represents the future lisamarieboothe edhenry foxnews,5151
327,2020-03-05,Donald J. Trump, elizabeth pocahontas warren who was going nowhere except into mini mike s head just dropped out of the democrat primary three days too late she cost crazy bernie at least massachusetts minnesota and texas probably cost him the nomination came in third in mass,5151
328,2020-03-05,Donald J. Trump, gopleader kevin mccarthy informed me that i was 20 for 20 on tuesday with respect to my endorsement of candidates sadly i didn t get that information from the fake news media they don t report those things or the far more than dems cumulative votes despite no opposition,5151
329,2020-03-05,Donald J. Trump, i want to commend the president for how he has handled the coronavirus situation especially his early decision to shut down access into our country from china despite strong opposition to that decision sentomcotton thank you tom,5151
330,2020-03-05,Donald J. Trump, schumer has brought great danger to the steps of the united states supreme court,5151
331,2020-03-05,Donald J. Trump, i never said people that are feeling sick should go to work this is just more fake news and disinformation put out by the democrats in particular msdnc comcast covers the coronavirus situation horribly only looking to do harm to the incredible successful effort being made,5151
332,2020-03-05,Donald J. Trump, as per recent federal court ruling the federal government will be withholding funds from sanctuary cities they should change their status and go nonsanctuary do not protect criminals,5151
333,2020-03-05,Donald J. Trump,  ,5151
334,2020-03-05,Donald J. Trump,  ,5151
335,2020-03-05,Donald J. Trump, i will be interviewed by seanhannity on foxnews at 910 pm,5151
336,2020-03-05,Donald J. Trump, retired four star general jack keane will receive the presidential medal of freedom next week,5151
337,2020-03-05,Donald J. Trump, there can be few things worse in a civilized law abiding nation than a united states senator openly and for all to see and hear threatening the supreme court or its justices this is what chuck schumer just did he must pay a severe price for this,5151
338,2020-03-05,Donald J. Trump, this is a direct dangerous threat to the us supreme court by schumer if a republican did this he or she would be arrested or impeached serious action must be taken now  ,5151
339,2020-03-05,Donald J. Trump, thank you keep up the great work  ,5151
340,2020-03-05,Donald J. Trump, congress has agreed to provide 8 billion to fight coronavirus this means cdcgov hhsgov and dhsgov will have the resources they need to keep america safe and keep the risk to workers and families very low this is great news for our health our economy and our nation,5151
341,2020-03-05,Donald J. Trump, will be interviewed by seanhannity tonight at 900 pm eastern on foxnews enjoy,5151
342,2020-03-04,Donald J. Trump, pandering mini mike bloomberg along with his wacky friend tom steyer have found out the hard way that you can t buy the election they both wish they had it to do over again,5151
343,2020-03-04,Donald J. Trump, today it was my great honor to address the latinocoalition legislative summit with the hard work love devotion of millions of incredible hispanicamericans our country is thriving our people are prospering and our future has never looked brighter   t1s,5151
344,2020-03-04,Donald J. Trump, mini mike three months ago i entered the race for president to defeat donald trump and i failed miserably,5151
345,2020-03-04,Donald J. Trump, mini mike bloomberg will now fire tim o brien and all of the fools and truly dumb people who got him into this mess this has been the worst and most embarrassing experience of his life and now on to sleepy joe,5151
346,2020-03-04,Donald J. Trump, mini mike bloomberg just quit the race for president i could have told him long ago that he didn t have what it takes and he would have saved himself a billion dollars the real cost now he will pour money into sleepy joe s campaign hoping to save face it won t work,5151
347,2020-03-04,Donald J. Trump, the mayor of los angeles ericgarcetti is dealing with us trying to get the federal government to fix the terrible problem he and the dems have caused with the homeless and the horrendous effects it is having on the city which is a mess i then watch him talk trash on me,5151
348,2020-03-04,Donald J. Trump, wow if elizabeth warren wasn t in the race bernie sanders would have easily won massachusetts minnesota and texas not to mention various other states our modern day pocahontas won t go down in history as a winner but she may very well go down as the all time great spoiler,5151
349,2020-03-04,Donald J. Trump, the great people of montana can have no better voice than senator stevedaines he is doing an incredible job whoever the democrat nominee may be please understand that i will be working hard with steve all the way last night i was 20 for 20 per gopleader we need steve,5151
350,2020-03-04,Donald J. Trump, i will be going to the great state of tennessee on friday the usa stands with the people of tennessee 100 whatever they need the tornadoes were of record size velocity god bless your loved ones all of the families affected thanks to govbilllee marshablackburn,5151
351,2020-03-04,Donald J. Trump, make america great again and then keep america great,5151
352,2020-03-04,Donald J. Trump, this is what happens to someone who loyally gets appointed attorney general of the united states then doesn t have the wisdom or courage to stare down end the phony russia witch hunt recuses himself on first day in office and the mueller scam begins  ,5151
353,2020-03-04,Donald J. Trump, so selfish for elizabeth warren to stay in the race she has zero chance of even coming close to winning but hurts bernie badly so much for their wonderful liberal friendship will he ever speak to her again she cost him massachusetts and came in third he shouldn t,5151
354,2020-03-04,Donald J. Trump, the democrat establishment came together and crushed bernie sanders again even the fact that elizabeth warren stayed in the race was devastating to bernie and allowed sleepy joe to unthinkably win massachusetts it was a perfect storm with many good states remaining for joe,5151
355,2020-03-04,Donald J. Trump, thank you california kag2020  ,5151
356,2020-03-04,Donald J. Trump, thank you utah kag2020  ,5151
357,2020-03-04,Donald J. Trump, but they really knew who was going to win  ,5151
358,2020-03-04,Donald J. Trump, elizabeth pocahontas warren other than mini mike was the loser of the night she didn t even come close to winning her home state of massachusetts well now she can just sit back with her husband and have a nice cold beer,5151
359,2020-03-04,Donald J. Trump, the biggest loser tonight by far is mini mike bloomberg his political consultants took him for a ride 700 million washed down the drain and he got nothing for it but the nickname mini mike and the complete destruction of his reputation way to go mike,5151
360,2020-03-04,Donald J. Trump, thank you arkansas kag2020  ,5151
361,2020-03-04,Donald J. Trump, thank you minnesota kag2020  ,5151
362,2020-03-04,Donald J. Trump, thank you colorado kag2020  ,5151
363,2020-03-04,Donald J. Trump, thank you texas kag2020  ,5151
364,2020-03-04,Donald J. Trump, thank you maine kag2020  ,5151
365,2020-03-04,Donald J. Trump, thank you tennessee kag2020  ,5151
366,2020-03-04,Donald J. Trump, thank you massachusetts kag2020  ,5151
367,2020-03-04,Donald J. Trump, thank you oklahoma kag2020  ,5151
368,2020-03-04,Donald J. Trump, thank you alabama kag2020  ,5151
369,2020-03-04,Donald J. Trump, thank you north carolina kag2020  ,5151
370,2020-03-04,Donald J. Trump, thank you vermont kag2020  ,5151
371,2020-03-04,Donald J. Trump, the national institutes of health is home to some of the greatest doctors scientists and researchers in the world thank you for all your doing nih keep up the great work    ,5151
372,2020-03-03,Donald J. Trump, i am calling on congress to send me a bill that fully and permanently funds the lwcf and restores our national parks when i sign it into law it will be historic for our beautiful public lands all thanks to sencorygardner and stevedaines two great conservative leaders,5151
373,2020-03-03,Donald J. Trump, i commend the hard work of senator stevedaines and sencorygardner in protecting funding for the land and water conservation fund for years to come the citizens of montana and colorado thank you both,5151
374,2020-03-03,Donald J. Trump, prayfornashville  ,5151
375,2020-03-03,Donald J. Trump, it was my great honor to address the national association of counties legislative conference where 1200 county leaders whose incredible devotion talent and drive directly and profoundly improve the lives of millions of americans each and every day   t2s,5151
376,2020-03-03,Donald J. Trump, the federal reserve is cutting but must further ease and most importantly come into line with other countriescompetitors we are not playing on a level field not fair to usa it is finally time for the federal reserve to lead more easing and cutting,5151
377,2020-03-03,Donald J. Trump, prayers for all of those affected by the devastating tornadoes in tennessee we will continue to monitor the developments the federal government is with you all of the way during this difficult time  ,5151
378,2020-03-03,Donald J. Trump, mini mike bloomberg can never recover from his incompetent debate performances also as mayor he was very bad under pressure a choker,5151
379,2020-03-03,Donald J. Trump, new book by charliekirk11 already number 1 the maga doctrine really great support charlie kirk buy now,5151
380,2020-03-03,Donald J. Trump, go admiral ronny  ,5151
381,2020-03-03,Donald J. Trump, texas oklahoma mini mike bloomberg will kill your drilling fracking and pipelines petroleum based anything is dead energy jobs gone don t vote for mini mike,5151
382,2020-03-03,Donald J. Trump, paying higher rates than many others when we should be paying less tough on our exporters and puts the usa at a competitive disadvantage must be the other way around should ease and cut rate big jerome powell led federal reserve has called it wrong from day one sad,5151
383,2020-03-03,Donald J. Trump, australia s central bank cut interest rates and stated it will most likely further ease in order to make up for china s coronavirus situation and slowdown they reduced to 05 a record low other countries are doing the same thing if not more so our federal reserve has us,5151
384,2020-03-03,Donald J. Trump, thank you jackbrewerbsi we re with you all the way the american people know what s going on they totally get it watch what happens in november 2020 thank you for your continued support together we are going to keep america great blackvoicesfortrump  ,5151
385,2020-03-03,Donald J. Trump, wow sleepy joe doesn t know where he is or what he s doing honestly i don t think he even knows what office he s running for  ,5151
386,2020-03-03,Donald J. Trump, the democrats in the house should propose a very simple one year payroll tax cut great for the middle class great for the usa,5151
387,2020-03-03,Donald J. Trump,  ,5151
388,2020-03-03,Donald J. Trump, this is an incredible time for our nationwe are in the midst of the great american comeback jobs are booming incomes are soaring poverty is plummeting confidence is surging and we have completely rebuilt the awesome power of the us military promises made promises kept  ,5151
389,2020-03-03,Donald J. Trump, i was thrilled to be back in the great city of charlotte north carolina with thousands of hardworking american patriots who love our country cherish our values respect our laws and always put america first thank you for a wonderful evening kag2020  ,5151
390,2020-03-03,Donald J. Trump,   t4s,5151
391,2020-03-03,Donald J. Trump, wow thank you just landed see everyone soon kag2020  ,5151
392,2020-03-02,Donald J. Trump, departing for the great state of north carolina  ,5151
393,2020-03-02,Donald J. Trump, they are staging a coup against bernie,5151
394,2020-03-02,Donald J. Trump, thank you  ,5151
395,2020-03-02,Donald J. Trump, michelle fischbachmn7 is running for congress in minnesota michelle will protect the unborn is strong on crime borders cutting taxes your 2a loves our military vets will stand w our great farmers michelle has my complete total endorsement  ,5151
396,2020-03-02,Donald J. Trump, congresswoman kay grangercampaign has worked hard for texas and been a strong supporter of our maga agenda she s strong on 2a and securing our border and is 100 prolife kay has my complete and total endorsement  ,5151
397,2020-03-02,Donald J. Trump, thank you billcassidy for all of your support with our maga agenda you are doing an outstanding job representing the people of louisiana the usa you have my complete and total endorsement kag2020  ,5151
398,2020-03-02,Donald J. Trump, the only people in favor of mini mike continuing with his hapless campaign are me and his political consultants who are getting richer and richer by the day,5151
399,2020-03-02,Donald J. Trump, foxnews is working hard pushing the radical left do nothing democrats they want to be unlike their competitors cnn msdnc comcast fair balanced when will they ever learn the radical left never even gave foxnews permission to partake in their low rated debates,5151
400,2020-03-02,Donald J. Trump, competitive disadvantage we should be leading not following,5151
401,2020-03-02,Donald J. Trump, as usual jay powell and the federal reserve are slow to act germany and others are pumping money into their economies other central banks are much more aggressive the us should have for all of the right reasons the lowest rate we don t putting us at a,5151
402,2020-03-02,Donald J. Trump, jack welch former chairman and ceo of ge a business legend has died there was no corporate leader like neutron jack he was my friend and supporter we made wonderful deals together he will never be forgotten my warmest sympathies to his wonderful wife family,5151
403,2020-03-02,Donald J. Trump, i was criticized by the democrats when i closed the country down to china many weeks ahead of what almost everyone recommended saved many lives dems were working the impeachment hoax they didn t have a clue now they are fear mongering be calm vigilant,5151
404,2020-03-02,Donald J. Trump, ever since mini mike bloomberg s bad debate performances his support has dropped abcnews dropped a lot only his highly paid consultants who are laughing all the way to the bank still support him and by the way he did not poll well as mayor in handling crisis,5151
405,2020-03-02,Donald J. Trump, i am meeting with the major pharmaceutical companies today at the white house about progress on a vaccine and cure progress being made,5151
406,2020-03-02,Donald J. Trump, the democrat party is a field of lightweights in complete disarray kayleighmcenany judgejeanine,5151
407,2020-03-02,Donald J. Trump, gallup poll numbers on the handling of this situation are outstanding the best thank you  ,5151
408,2020-03-02,Donald J. Trump, watch mark levin interview of charlie kirk tonight at 1100 pm on foxnews amazing and while you re at it go get charlie s new book the maga doctrine the only ideas that will win the future this is a really great book support charlie kirk,5151
409,2020-03-02,Donald J. Trump, sleepy eyes chuck todd is not at the top of his game thank you  ,5151
410,2020-03-02,Donald J. Trump, sleepy joe biden also said that guns killed 150 million americans last year wants to win georgia on super tuesday not up and got his speaking location wrong again  ,5151
411,2020-03-02,Donald J. Trump, thank you  ,5151
412,2020-03-02,Donald J. Trump, thank you i love you too  ,5151
413,2020-03-02,Donald J. Trump, the black community brilliantly turned their backs on mini mike because they know he is a pandering phony who never did right by them  ,5151
414,2020-03-02,Donald J. Trump, mini mike bloomberg didn t bring nyc back as he said in his fake ad it was rudygiuliani who brought nyc back and who also with his endorsement got mini mike elected with barely a thank you a boring mayor who the people couldn t stand,5151
415,2020-03-02,Donald J. Trump, pete buttigieg is out all of his supertuesday votes will go to sleepy joe biden great timing this is the real beginning of the dems taking bernie out of play no nomination again,5151
416,2020-03-01,Donald J. Trump, people are disgusted and embarrassed by the fake news media as headed by the nytimes washingtonpost comcast msdnc abc cbsnews and more they no longer believe what they see and read and for good reason fake news is indeed the enemy of the people,5151
417,2020-03-01,Donald J. Trump, who better than repratcliffe who got to the bottom of the fisagate russiagate hoax it makes a lot of sense to put john ratcliffe in there dni the senate should quickly approve him devinnunes mariabartiromo john will do a great job for the american people,5151
418,2020-03-01,Donald J. Trump, a poll in today s new york post says that 77 of us adults have confidence in their government s ability to handle the coronavirus number one compared to other health threats 64 for zika 58 for ebola others way down on list our professionals are doing a great job,5151
419,2020-03-01,Donald J. Trump, the food is great at sammy s mexican grill in phoenix arizona congratulations to betty jorge rivas on doing such a wonderful job i will try hard to stop by the next time i am in phoenix support sammy s foxandfriends,5151
420,2020-03-01,Donald J. Trump, coronavirus in addition to screening travelers prior to boarding from certain designated high risk countries or areas within those countries they will also be screened when they arrive in america thank you vp secazar cdcgov cdcdirector,5151
421,2020-03-01,Donald J. Trump, a very dark and lonely path your reputation will never be the same,5151
422,2020-03-01,Donald J. Trump, mini mike bloomberg s consultants and socalled advisors how did that advice work out don t ask are on the gravy train and all making a fortune for themselves pushing mini hard when they knew he never had what it takes don t pay them anymore mike they led you down,5151
423,2020-03-01,Donald J. Trump, i would find it hard to believe that failed presidential candidates tom steyer or mini mike bloombeg would contribute to the democrat party even against me after the way they have been treated laughed at mocked the real politicians ate them up and spit them out,5151
424,2020-03-01,Donald J. Trump, tom steyer who other than mini mike bloomberg spent more dollars for nothing than any candidate in history quit the race today proclaiming how thrilled he was to be a part of the the democrat clown show go away tom and save whatever little money you have left,5151
425,2020-03-01,Donald J. Trump, congratulations to sleepy joe biden,5151
426,2020-03-01,Donald J. Trump, democrats are working hard to destroy the name and reputation of crazy bernie sanders and take the nomination away from him,5151
427,2020-03-01,Donald J. Trump, sleepy joe biden s victory in the south carolina democrat primary should be the end of mini mike bloomberg s joke of a campaign after the worst debate performance in the history of presidential debates mini mike now has biden split up his very few voters taking many away,5151
428,2020-03-01,Donald J. Trump, the best is yet to come  ,5151
429,2020-03-01,Donald J. Trump, dana you are the real deal  ,5151
430,2020-03-01,Donald J. Trump, thank you cpac cpac2020  ,5151
431,2020-03-01,Donald J. Trump,   t17s,5151
432,2020-03-01,Donald J. Trump,   t1m8s,5151
