,Date,name,tweet,death
96,2020-04-18,Donald J. Trump, this is a disgraceful situation  ,65853
97,2020-04-18,Donald J. Trump, lamestream media is only getting worse  ,65853
98,2020-04-18,Donald J. Trump, cut him off now  ,65853
99,2020-04-18,Donald J. Trump, great book get it and support charlie  ,65853
100,2020-04-18,Donald J. Trump, they are fake news losers  ,65853
101,2020-04-17,Donald J. Trump, white house news conference today at 600 pm eastern thank you,65853
102,2020-04-17,Donald J. Trump, cuomo ridiculously wanted 40 thousand ventilators we gave him a small fraction of that number and it was plenty state should have had them in stockpile,65853
103,2020-04-17,Donald J. Trump, the states have to step up their testing,65853
104,2020-04-17,Donald J. Trump, china has just announced a doubling in the number of their deaths from the invisible enemy it is far higher than that and far higher than the us not even close,65853
105,2020-04-17,Donald J. Trump, bidenobama were a disaster in handling the h1n1 swine flu polling at the time showed disastrous approval numbers 17000 people died unnecessarily and through incompetence also don t forget their 5 billion dollar obamacare website that should have cost close to nothing,65853
106,2020-04-17,Donald J. Trump, testing that you should be doing we have given new york far more money help and equipment than any other state by far these great men women who did the job never hear you say thanks your numbers are not good less talk and more action,65853
107,2020-04-17,Donald J. Trump, governor cuomo should spend more time doing and less time complaining get out there and get the job done stop talking we built you thousands of hospital beds that you didn t need or use gave large numbers of ventilators that you should have had and helped you with,65853
108,2020-04-17,Donald J. Trump, liberate virginia and save your great 2nd amendment it is under siege,65853
109,2020-04-17,Donald J. Trump, liberate michigan,65853
110,2020-04-17,Donald J. Trump, liberate minnesota,65853
111,2020-04-17,Donald J. Trump, today people started losing their jobs because of crazy nancy pelosi cryin chuck schumer and the radical left do nothing democrats who should immediately come back to washington and approve legislation to help families in america end your endless vacation,65853
112,2020-04-17,Donald J. Trump, in january and february as the virus spread globally why did the who wait as long as it did to take decisive action lanhee chen hoover institution fellow foxnews,65853
113,2020-04-17,Donald J. Trump, why did the who ignore an email from taiwanese health officials in late december alerting them to the possibility that coronavirus could be transmitted between humans why did the who make several claims about the coronavirus that ere either inaccurate or misleading,65853
114,2020-04-17,Donald J. Trump, thank god for truckers  ,65853
115,2020-04-17,Donald J. Trump,  ,65853
116,2020-04-16,Donald J. Trump, crazy nancy pelosi deleted this from her twitter account she wanted everyone to pack into chinatown long after i closed the border to china based on her statement she is responsible for many deaths she s an incompetent thirdrate politician  ,65853
117,2020-04-16,Donald J. Trump, major news conference tonight the white house at 600 pm eastern to explain guidelines for opening up america again,65853
118,2020-04-16,Donald J. Trump, democrats are blocking additional funding for the popular paycheck protection program they are killing american small businesses stop playing politics dems support refilling ppp now it is out of funds,65853
119,2020-04-16,Donald J. Trump, crazy nancy pelosi you are a weak person you are a poor leader you are the reason america hates career politicians like yourself seanhannity she is totally incompetent controlled by the radical left a weak and pathetic puppet come back to washington and do your job,65853
120,2020-04-16,Donald J. Trump, oann poll gives president trump a 52 approval rating in north carolina and a seven point lead over sleepy joe biden the president also helps other republican candidates including senthomtillis who has a 4 lead over his democrat rival,65853
121,2020-04-15,Donald J. Trump, white house news conference today at 530 pm eastern thank you,65853
122,2020-04-15,Donald J. Trump, we are having very productive calls with the leaders of every sector of the economy who are allin on getting america back to work and soon more to come maga,65853
123,2020-04-15,Donald J. Trump, my condolences to the steinbrenner family and the entire yankees organization on the passing of hank steinbrenner he was a friend and will be missed greatly by all  ,65853
124,2020-04-15,Donald J. Trump, thanksfordelivering ups  ,65853
125,2020-04-15,Donald J. Trump, our great senator from south carolina senatortimscott just released a fantastic new book opportunity knocks how hard work community and business can improve lives and end poverty get your copy today  ,65853
126,2020-04-15,Donald J. Trump, the art of an oil deal  ,65853
127,2020-04-15,Donald J. Trump,  ,65853
128,2020-04-15,Donald J. Trump, white house news conference today at 545 pm eastern thank you,65853
129,2020-04-14,Donald J. Trump, my administration is committed to protecting the homeland from the scourge of narcoterrorists and traffickers seeking to destabilize the united states and our hemisphere our military deployments in the caribbean eastern pacific will endure until these threats are neutralized  ,65853
130,2020-04-14,Donald J. Trump, tell the democrat governors that mutiny on the bounty was one of my all time favorite movies a good old fashioned mutiny every now and then is an exciting and invigorating thing to watch especially when the mutineers need so much from the captain too easy,65853
131,2020-04-14,Donald J. Trump, get rid of ballot harvesting it is rampant with fraud the usa must have voter id the only way to get an honest count,65853
132,2020-04-14,Donald J. Trump, cuomo s been calling daily even hourly begging for everything most of which should have been the state s responsibility such as new hospitals beds ventilators etc i got it all done for him and everyone else and now he seems to want independence that won t happen,65853
133,2020-04-14,Donald J. Trump, the democrats don t want to approve more money for our great workers under the incredibly successful paycheck plan replenish account now,65853
134,2020-04-14,Donald J. Trump,  ,65853
135,2020-04-14,Donald J. Trump,  ,65853
136,2020-04-14,Donald J. Trump,  ,65853
137,2020-04-14,Donald J. Trump,  ,65853
138,2020-04-14,Donald J. Trump, my deepest sympathies go out to frieda chera and the family of the late great stanley chera one of manhattan s most brilliant real estate minds stanley was charitable kind and a wonderful friend he will be truly missed,65853
139,2020-04-13,Donald J. Trump, first the fake news media said that it s not fair for the president of the united states to be giving news conferences but it is the only way i can reach the american people as seen in the below poll  ,65853
140,2020-04-13,Donald J. Trump, white house news conference today at 500 pm eastern thank you,65853
141,2020-04-13,Donald J. Trump, it is the decision of the president and for many good reasons with that being said the administration and i are working closely with the governors and this will continue a decision by me in conjunction with the governors and input from others will be made shortly,65853
142,2020-04-13,Donald J. Trump, for the purpose of creating conflict and confusion some in the fake news media are saying that it is the governors decision to open up the states not that of the president of the united states the federal government let it be fully understood that this is incorrect,65853
143,2020-04-13,Donald J. Trump, disaster the energy industry will be strong again far faster than currently anticipated thank you to all of those who worked with me on getting this very big business back on track in particular russia and saudi arabia,65853
144,2020-04-13,Donald J. Trump, having been involved in the negotiations to put it mildly the number that opec is looking to cut is 20 million barrels a day not the 10 million that is generally being reported if anything near this happens and the world gets back to business from the covid 19,65853
145,2020-04-13,Donald J. Trump, the nytimes story is a fake just like the paper itself i was criticized for moving too fast when i issued the china ban long before most others wanted to do so secazar told me nothing until later and peter navarro memo was same as ban see his statements fake news,65853
146,2020-04-13,Donald J. Trump, i am working hard to expose the corruption and dishonesty in the lamestream media that part is easy the hard part is why,65853
147,2020-04-13,Donald J. Trump, thank you paris  ,65853
148,2020-04-13,Donald J. Trump, thank you  ,65853
149,2020-04-13,Donald J. Trump, i look forward to it also  ,65853
150,2020-04-13,Donald J. Trump, great going natalie  ,65853
151,2020-04-13,Donald J. Trump, sorry fake news it s all on tape i banned china long before people spoke up thank you oann  ,65853
152,2020-04-13,Donald J. Trump, fake news  ,65853
153,2020-04-13,Donald J. Trump, governors get your states testing programs apparatus perfected be ready big things are happening no excuses the federal government is there to help we are testing more than any country in the world also gear up with face masks,65853
154,2020-04-13,Donald J. Trump, the opposition party lamestream media and their partner the radical left do nothing democrats have put their political game plan in full swing whether he is right or wrong it doesn t matter criticize trump for everything and don t let the public see biden hide him,65853
155,2020-04-12,Donald J. Trump, if the fake news opposition party is pushing with all their might the fact that president trump ignored early warnings about the threat then why did media dems viciously criticize me when i instituted a travel ban on china they said early not necessary corrupt media,65853
156,2020-04-12,Donald J. Trump, just watched mike wallace wannabe chris wallace on foxnews i am now convinced that he is even worse than sleepy eyes chuck todd of meet the press please or the people over at deface the nation what the hell is happening to foxnews it s a whole new ballgame over there,65853
157,2020-04-12,Donald J. Trump, the big oil deal with opec plus is done this will save hundreds of thousands of energy jobs in the united states i would like to thank and congratulate president putin of russia and king salman of saudi arabia i just spoke to them from the oval office great deal for all,65853
158,2020-04-12,Donald J. Trump, for the first time in history there is a fully signed presidential disaster declaration for all 50 states we are winning and will win the war on the invisible enemy,65853
159,2020-04-12,Donald J. Trump,  ,65853
160,2020-04-12,Donald J. Trump,  ,65853
161,2020-04-12,Donald J. Trump,  ,65853
162,2020-04-12,Donald J. Trump, great businessman philanthropist bernie marcus cofounder of home depot said that congress was too distracted by the phony impeachment witch hunt when they should have been investigating coronavirus when it first appeared in china media played a big roll also dcexaminer,65853
163,2020-04-12,Donald J. Trump, happy easter,65853
164,2020-04-12,Donald J. Trump, a very good sign is that empty hospital beds are becoming more and more prevalent we deployed 418 doctors nurses and respiratory therapists from the hospital ship comfort and the javits convention center to hospitals in nyc state have more bed capacity than was needed good,65853
165,2020-04-12,Donald J. Trump, happy easter  ,65853
166,2020-04-12,Donald J. Trump,  ,65853
167,2020-04-12,Donald J. Trump, cryin chuck doesn t have a clue couldn t care less about the american worker  ,65853
168,2020-04-12,Donald J. Trump, mail in ballots substantially increases the risk of crime and voter fraud,65853
169,2020-04-12,Donald J. Trump, will be interviewed by judgejeanine tonight at 900 pm eastern on foxnews  ,65853
170,2020-04-12,Donald J. Trump, so now the fake news nytimes is tracing the coronavirus origins back to europe not china this is a first i wonder what the failing new york times got for this one are there any named sources they were recently thrown out of china like dogs and obviously want back in sad,65853
171,2020-04-12,Donald J. Trump, governor gavinnewsom of california has been very nice highly supportive about the great job we have done working together for california that is the good news but this is the bad he is unfairly under attack by the radical left dems msdnc etc he is strong will he fold,65853
172,2020-04-12,Donald J. Trump, i will be watching have a great easter  ,65853
173,2020-04-12,Donald J. Trump, the wall street journal editorial board doesn t have a clue on how to fight and win their views on tariffs trade are losers for the us but winners for other countries including china if we followed their standards we d have no country left they should love sleepy joe,65853
174,2020-04-12,Donald J. Trump, watching foxnews on weekend afternoons is a total waste of time we now have some great alternatives like oann,65853
175,2020-04-12,Donald J. Trump, the president and the federal government are doing an excellent job when they say the death toll isn t going to be as high as reported they the opposition act like they re sad because it s lower i think they are press conferences wonderful west virginia resident c span,65853
176,2020-04-12,Donald J. Trump, great editorial by senronjohnson  ,65853
177,2020-04-12,Donald J. Trump, wishing all a safe and blessed easter sunday i will be tuning into pastor robertjeffress at http   church in dallas texas tomorrow morning at 1020 am eastern  ,65853
178,2020-04-11,Donald J. Trump, we will build it again,65853
179,2020-04-11,Donald J. Trump, does anyone ever notice how few quotes from an actual person are given nowadays by the lamestream media very seldom the unnamed or anonymous sources are almost always fake news,65853
180,2020-04-11,Donald J. Trump, when the failing nytimes or amazon washingtonpost writes a story saying unnamed sources said or any such phrase where a person s name is not used don t believe them most of these unnamed sources don t exist they are made up to defame disparage they have no source,65853
181,2020-04-11,Donald J. Trump, economy was shuttered this is unprecedented it is unsettling and challenging but we will rise to meet the occasion mack mclarty clinton white house chief of staff lelandvittert foxnews thank you mack we will be bigger better and stronger than ever before,65853
182,2020-04-11,Donald J. Trump, i think the situation is unprecedented and there is no question about that it s whiplash the economy was moving forward at a rapid pace in terms of growth jobs and even wage increases and all of a sudden the pandemic hit and the,65853
183,2020-04-11,Donald J. Trump, trump did a deal with japan a lot of our product goes to japan and we are booming in north dakota jim on c span washington journal our trade deals will be having a big impact on our country as they kick in,65853
184,2020-04-10,Donald J. Trump,  ,65853
185,2020-04-10,Donald J. Trump, nobody wants to say that if elizabeth warren gets out of the race before super tuesday crazy bernie sanders wins virtually every state in a blowout not even close i haven t heard one member of the fake news establishment even mention this irrefutable fact fake news,65853
186,2020-04-10,Donald J. Trump, the invisible enemy will soon be in full retreat,65853
187,2020-04-10,Donald J. Trump, because the tv ratings for the white house news conference s are the highest the opposition party lamestream media the radical left do nothing democrats of course the few remaining rino s are doing everything in their power to disparage end them the people s voice,65853
188,2020-04-10,Donald J. Trump, the white house press conference will take place today at 100 pm recognizing that it is good friday,65853
189,2020-04-10,Donald J. Trump, happy good friday to all,65853
190,2020-04-10,Donald J. Trump, wow approval rating in the republican party 96 thank you,65853
191,2020-04-10,Donald J. Trump, not good gregg but it is what it is have to save the airlines  ,65853
192,2020-04-10,Donald J. Trump, congress must go back to deductibility by businesses if restaurants clubs entertaiment is expected to flourish like never before,65853
193,2020-04-10,Donald J. Trump, democrats are blocking a 251 billion dollar funding boost for small businesses which will help them keep their employees it should be for only that reason with no additions we should have a big infrastructure phase four with payroll tax cuts more big economic bounceback,65853
194,2020-04-10,Donald J. Trump, this week in only 4 days we had the biggest stock market increase since 1974 we have a great chance for the really big bounce when the invisible enemy is gone,65853
195,2020-04-10,Donald J. Trump, tim scott is great  ,65853
196,2020-04-10,Donald J. Trump, thank you frank it s abc fake news they knew they were wrong when they went with this hoax of a story  ,65853
197,2020-04-10,Donald J. Trump, thank you erin  ,65853
198,2020-04-10,Donald J. Trump, we will always be there for our great farmers cattlemen ranchers and producers,65853
199,2020-04-10,Donald J. Trump, i have directed secretarysonny to expedite help to our farmers especially to the smaller farmers who are hurting right now i expect secretary purdue to use all of the funds and authorities at his disposal to make sure that our food supply is stable strong and safe,65853
200,2020-04-09,Donald J. Trump, the wall street journal always forgets to mention that the ratings for the white house press briefings are through the roof monday night football bachelor finale according to nytimes is only way for me to escape the fake news get my views across wsj is fake news,65853
201,2020-04-09,Donald J. Trump, great news prime minister boris johnson has just been moved out of intensive care get well boris,65853
202,2020-04-09,Donald J. Trump, on national former prisoner of war recognition day we honor the more than 500000 american warriors captured while protecting our way of life we pay tribute to these patriots for their unwavering and unrelenting spirit  ,65853
203,2020-04-09,Donald J. Trump, oann a key coronavirus model is now predicting far fewer deaths than the number shown in earlier models that s because the american people are doing a great job social distancing etc keep going,65853
204,2020-04-09,Donald J. Trump, absentee ballots are a great way to vote for the many senior citizens military and others who can t get to the polls on election day these ballots are very different from 100 mailin voting which is ripe for fraud and shouldn t be allowed,65853
205,2020-04-09,Donald J. Trump, this morning 450000 protective suits landed in dallas texas this was made possible because of the partnership of two great american companiesdupont and fedexand our friends in vietnam thank you dupont_news fedex  ,65853
206,2020-04-09,Donald J. Trump,  ,65853
207,2020-04-08,Donald J. Trump, wishing a happy passover to those celebrating in the united states israel and around the world  ,65853
208,2020-04-08,Donald J. Trump, white house news conference at 530 pm eastern thank you,65853
209,2020-04-08,Donald J. Trump, extraordinary times require even closer cooperation between friends thank you india and the indian people for the decision on hcq will not be forgotten thank you prime minister narendramodi for your strong leadership in helping not just india but humanity in this fight,65853
210,2020-04-08,Donald J. Trump, can t see aoc plus 3 supporting sleepy joe,65853
211,2020-04-08,Donald J. Trump, wow bernie is unwilling to give up his delegates and wants more of them what s that all about,65853
212,2020-04-08,Donald J. Trump, bernie sanders is out thank you to elizabeth warren if not for her bernie would have won almost every state on super tuesday this ended just like the democrats the dnc wanted same as the crooked hillary fiasco the bernie people should come to the republican party trade,65853
213,2020-04-08,Donald J. Trump, flattening of the curve,65853
214,2020-04-08,Donald J. Trump, once we open up our great country and it will be sooner rather than later the horror of the invisible enemy except for those that sadly lost a family member or friend must be quickly forgotten our economy will boom perhaps like never before,65853
215,2020-04-08,Donald J. Trump, the fake news media into not covering them but that effort failed because the ratings are through the roof according to of all sources the failing new york times monday night football bachelor finale type numbers sadly they get it free trump derangement syndrome,65853
216,2020-04-08,Donald J. Trump, the radical left democrats have gone absolutely crazy that i am doing daily presidential news conferences they actually want me to stop they used to complain that i am not doing enough of them now they complain that i shouldn t be allowed to do them they tried to shame,65853
217,2020-04-08,Donald J. Trump, will be immediately sending 100 ventilators to colorado at the request of senator gardner  ,65853
218,2020-04-08,Donald J. Trump, republicans should fight very hard when it comes to state wide mailin voting democrats are clamoring for it tremendous potential for voter fraud and for whatever reason doesn t work out well for republicans foxandfriends,65853
219,2020-04-08,Donald J. Trump, the number of new yorkers admitted to hospitals has dropped ainsleyearhardt foxandfriends good news,65853
220,2020-04-08,Donald J. Trump,  ,65853
221,2020-04-08,Donald J. Trump,  ,65853
222,2020-04-08,Donald J. Trump,  ,65853
