,Date,name,tweet,death
104,2020-02-21,Donald J. Trump, another misinformation campaign is being launched by democrats in congress saying that russia prefers me to any of the do nothing democrat candidates who still have been unable to after two weeks count their votes in iowa hoax number 7,5
105,2020-02-21,Donald J. Trump, if our formally targeted farmers need additional aid until such time as the trade deals with china mexico canada and others fully kick in that aid will be provided by the federal government paid for out of the massive tariff money coming into the usa,5
106,2020-02-21,Donald J. Trump, she should never have been on that jury everything about this stinks judgejeanine seanhannity foxnews,5
107,2020-02-21,Donald J. Trump, great rally in colorado thank you will be back soon,5
108,2020-02-21,Donald J. Trump, thank you to our great us ambassador to germany richardgrenell for stepping in to serve as acting dni i will be nominating a terrific candidate for the job very soon stay tuned,5
109,2020-02-21,Donald J. Trump, i was thrilled to be back in colorado springs tonight beneath the majestic peaks of the rocky mountains with thousands of terrific hardworking american patriots with your help this november we are going to defeat the radical socialist dems and we are going to win colorado  ,5
110,2020-02-21,Donald J. Trump, wow thank you on my way  ,5
111,2020-02-21,Donald J. Trump, just arrived in colorado see everyone soon  ,5
112,2020-02-20,Donald J. Trump, could somebody at foxnews please explain to trump hater ab stoddard zero talent and teamcavuto that i won every one of my debates from beginning to end check the polls taken immediately after the debates the debates got me elected must be fox board member paul ryan,5
113,2020-02-20,Donald J. Trump, it was my great honor to deliver the commencement address at the lvmpd s hope for prisoners graduation ceremony today where we reaffirmed that america is a nation that believes in redemption  ,5
114,2020-02-20,Donald J. Trump, the real winner last night was donald trump mini mike bloomberg i agree,5
115,2020-02-20,Donald J. Trump, the decision not to prosecute andy mccabe is utterly inexplicable judgenap harrisfaulkner foxnews,5
116,2020-02-20,Donald J. Trump, i don t think there s any chance whatsoever of senator sanders defeating president trump mini mike bloomberg mini there s even less chance especially after watching your debate performance last night of you winning the democrat nomination but i hope you do,5
117,2020-02-20,Donald J. Trump, john kerry and senator chris murphy grossly violated the logan act with respect to iran if a republican did what they did there would be very serious ramifications,5
118,2020-02-20,Donald J. Trump, they say roger stone lied to congress cnn oh i see but so did comey and he also leaked classified information for which almost everyone other than crooked hillary clinton goes to jail for a long time and so did andy mccabe who also lied to the fbi fairness,5
119,2020-02-20,Donald J. Trump, a really great moment  ,5
120,2020-02-20,Donald J. Trump, this is the real mini mike he admitted many times that he is a fan of donald trump he s a new york icon thank you mike  ,5
121,2020-02-20,Donald J. Trump, jrubinblogger jennifer rubin the wacko conservative of the washingtonpost must learn how to spell the name bloomberg before it is too late he is gone  ,5
122,2020-02-20,Donald J. Trump,  ,5
123,2020-02-20,Donald J. Trump, mini mike bloomberg s debate performance tonight was perhaps the worst in the history of debates and there have been some really bad ones he was stumbling bumbling and grossly incompetent if this doesn t knock him out of the race nothing will not so easy to do what i did,5
124,2020-02-20,Donald J. Trump, thank you arizona with your help your devotion and your drive we are going to keep on working we are going to keep on fighting and we are going to keep on winning america is thriving like never before and the best is yet to come  ,5
125,2020-02-20,Donald J. Trump, what has happened to roger stone should never happen to anyone in our country again tuckercarlson foxnews,5
126,2020-02-20,Donald J. Trump,  ,5
127,2020-02-20,Donald J. Trump, the democrat party is the party of high taxes high crime open borders lateterm abortion socialism blatant corruption and the total destruction of your second amendment the republican party is the party of the american worker the american family and the american dream  ,5
128,2020-02-20,Donald J. Trump, a beautiful evening in phoenix arizona with great american patriots thank you   t3s,5
129,2020-02-20,Donald J. Trump, wow  ,5
130,2020-02-20,Donald J. Trump, for the wonderful job he has done and we look forward to working with him closely perhaps in another capacity within the administration,5
131,2020-02-20,Donald J. Trump, i am pleased to announce that our highly respected ambassador to germany richardgrenell will become the acting director of national intelligence rick has represented our country exceedingly well and i look forward to working with him i would like to thank joe maguire,5
132,2020-02-20,Donald J. Trump, i am on my way see you soon  ,5
133,2020-02-20,Donald J. Trump, heading to arizona big rally and big crowd maga kag2020,5
134,2020-02-19,Donald J. Trump, rod blagojevich did not sell the senate seat he served 8 years in prison with many remaining he paid a big price another comey and gang deal thank you to lisamarieboothe who really gets what s going on foxnews,5
135,2020-02-19,Donald J. Trump, internal real polls show i am beating all of the dem candidates the fake news polls here we go again just like 2016 show losing or tied their polls will be proven corrupt on november 3rd just like the fake news is corrupt,5
136,2020-02-19,Donald J. Trump, i would like to thank john rood for his service to our country and wish him well in his future endeavors  ,5
137,2020-02-19,Donald J. Trump, highest stock market in history by far,5
138,2020-02-19,Donald J. Trump, is corrupt bloomberg news going to say what a pathetic debater mini mike is that he doesn t respect our great farmers or that he has violated campaign finance laws at the highest and most sinister level with payoffs all over the place,5
139,2020-02-19,Donald J. Trump, kerry murphy illegally violated the logan act this is why iran is not making a deal must be dealt with strongly  ,5
140,2020-02-19,Donald J. Trump, there must be justice this can never happen to a president or our country again  ,5
141,2020-02-19,Donald J. Trump, congratulations to eddie debartolo jr and your wonderful family of friends  ,5
142,2020-02-19,Donald J. Trump, and this despite fake witch hunts the mueller scam the impeachment hoax etc with our economy jobs military vets 2a more i would be at 70 oh well what can you do  ,5
143,2020-02-19,Donald J. Trump, thank you maga kag2020  ,5
144,2020-02-19,Donald J. Trump, i hope the federal judges association will discuss the tremendous fisa court abuse that has taken place with respect to the mueller investigation scam including the forging of documents and knowingly using the fake and totally discredited dossier before the court thank you,5
145,2020-02-19,Donald J. Trump, mini mike no i would rather run against you,5
146,2020-02-18,Donald J. Trump, mini is illegally buying the democrat nomination they are taking it away from bernie again mini mike major party nominations are not for sale good luck in the debate tomorrow night and remember no standing on boxes,5
147,2020-02-18,Donald J. Trump, what mini mike is doing is nothing less than a large scale illegal campaign contribution he is spreading money all over the place only to have recipients of his cash payments many former opponents happily joining or supporting his campaign isn t that called a payoff,5
148,2020-02-18,Donald J. Trump, chris jacobs will be a great congressman who will always fight for the people of new york he supports our maga agenda will continue to secure our border loves our military vets and is strong on the 2a chris has my complete endorsement for the special election on 428,5
149,2020-02-18,Donald J. Trump, the mayor s efforts to shield illegal aliens endangers the lives of the public and law enforcement who have to go into the field to apprehend those released he shouldn t be urging illegals to beat the system he should be urging them to safely turn themselves in  ,5
150,2020-02-18,Donald J. Trump, would order a new trial i m not so sure about judge jackson i don t know judgenap andrew napolitano foxandfriends,5
151,2020-02-18,Donald J. Trump, existence of these tweets in which you were so harshly negative about the president the people who support him don t you think we wanted to know that before we put you on this jury pretty obvious he should get a new trial i think almost any judge in the country,5
152,2020-02-18,Donald J. Trump, judge jackson now has a request for a new trial based on the unambiguous self outed bias of the foreperson of the jury whose also a lawyer by the way madam foreperson you re a lawyer you have a duty an affirmative obligation to reveal to us when we selected you the,5
153,2020-02-18,Donald J. Trump, the united states is open for business,5
154,2020-02-18,Donald J. Trump, i have seen some of the regulations being circulated including those being contemplated by congress and they are ridiculous i want to make it easy to do business with the united states not difficult everyone in my administration is being so instructed with no excuses,5
155,2020-02-18,Donald J. Trump, product and goods to china and other countries that s what trade is all about we don t want to make it impossible to do business with us that will only mean that orders will go to someplace else as an example i want china to buy our jet engines the best in the world,5
156,2020-02-18,Donald J. Trump, the united states can not will not become such a difficult place to deal with in terms of foreign countries buying our product including for the always used national security excuse that our companies will be forced to leave in order to remain competitive we want to sell,5
157,2020-02-18,Donald J. Trump, the crooked dnc is working overtime to take the democrat nomination away from bernie again watch what happens to the super delegates in round two a rigged convention,5
158,2020-02-18,Donald J. Trump, but maybe i still will witch hunt,5
159,2020-02-18,Donald J. Trump, badly tainted and in my opinion should be thrown out even mueller s statement to congress that he did not see me to become the fbi director again has been proven false the whole deal was a total scam if i wasn t president i d be suing everyone all over the place,5
160,2020-02-18,Donald J. Trump, these were mueller prosecutors and the whole mueller investigation was illegally set up based on a phony and now fully discredited fake dossier lying and forging documents to the fisa court and many other things everything having to do with this fraudulent investigation is,5
161,2020-02-18,Donald J. Trump, would order a new trial i m not so sure about judge jackson i don t know judgenap andrew napolitano foxandfriends,5
162,2020-02-18,Donald J. Trump, existence of these tweets in which you were so harshly negative about the president the people who support him don t you think we wanted to know that before we put you on this jury pretty obvious he should get a new trial i think almost any judge in the country,5
163,2020-02-18,Donald J. Trump, judge jackson now has a request for a new trial based on the unambiguous self outed bias of the foreperson of the jury whose also a lawyer by the way madam foreperson your a lawyer you have a duty an affirmative obligation to reveal to us when we selected you the,5
164,2020-02-18,Donald J. Trump, thank you clint  ,5
165,2020-02-18,Donald J. Trump, praying for ryan newman a great and brave nascar driver prayingforryan,5
166,2020-02-18,Donald J. Trump, ever had to rebuild our military which was totally depleted fed rate up taxes and regulations way down if dems won in 2016 the usa would be in big economic depression military trouble right now the best is yet to come keep america great,5
167,2020-02-18,Donald J. Trump, did you hear the latest con job president obama is now trying to take credit for the economic boom taking place under the trump administration he had the weakest recovery since the great depression despite zero fed rate massive quantitative easing now best jobs numbers,5
168,2020-02-17,Donald J. Trump,  ,5
169,2020-02-17,Donald J. Trump, completion of the daytona 500 on fox network now enjoy,5
170,2020-02-17,Donald J. Trump, they tried to impeach the president eight times before this last impeachment trial that we went through in arizona people are tired of their obstruction their investigations and their impeachments they want them to get to work senmcsallyaz foxandfriends thanks martha,5
171,2020-02-17,Donald J. Trump, happy president s day,5
172,2020-02-17,Donald J. Trump, daytona500  ,5
173,2020-02-16,Donald J. Trump, last week the fake news said that a section of our powerful under construction southern border wall fell over trying to make it sound terrible except the reason was that the concrete foundation was just poured soaking wet when big winds kicked in quickly fixed forever,5
174,2020-02-16,Donald J. Trump, getting ready to go to the daytona 500 will be great,5
175,2020-02-16,Donald J. Trump, thank you to jackbrewerbsi for your kind words on the great progress we have made on our powerful africanamerican agenda for one lowest unemployment numbers in usa history many other great records foxandfriends foxnews,5
176,2020-02-16,Donald J. Trump, big progress  ,5
177,2020-02-16,Donald J. Trump, remember will be at daytona 500 tomorrow,5
178,2020-02-16,Donald J. Trump, years ago the democrats had the money to build the wall but they didn t have any idea how to get it done i am building it bigger and better than ever thought possible  ,5
179,2020-02-16,Donald J. Trump, thank you david  ,5
180,2020-02-15,Donald J. Trump, ig report on andrew mccabe misled investigators over roll in news media disclosure lacked candor lied on four separate occasions authotized media leaks to advance personal interests ig recommended mccabe s firing foxnews ingrahamangle,5
181,2020-02-15,Donald J. Trump, biggest test of his presidency emboldened ready to claim exoneration and take his case of grievance persecution and resentment to the campaign trail peter baker nytimes the greatest witch hunt in american history,5
182,2020-02-15,Donald J. Trump, ralph waldo emerson seemed to foresee the lesson of the senate impeachment trial of president trump when you strike at the king emerson famously said you must kill him mr trump s foes struck at him but did not take him down a triumphant mrtrump emerges from the,5
183,2020-02-15,Donald J. Trump, make america great again and then keep america great  ,5
184,2020-02-15,Donald J. Trump, nice  ,5
185,2020-02-15,Donald J. Trump, great honor i think mark zuckerberg recently stated that donald j trump is number 1 on facebook number 2 is prime minister modi of india actually i am going to india in two weeks looking forward to it,5
186,2020-02-15,Donald J. Trump, louiegohmerttx1 is a fantastic republican from the great state of texas he fully supports our maga and kag agenda border wall military vets and your second amendment louie is my friend and has my complete and total endorsement http  ,5
187,2020-02-15,Donald J. Trump, i look forward to attending the daytona 500 on sunday with lots of my great friends from florida including the france family and repmichaelwaltz from fl6 see you there good luck to everyone nascar senrickscott marcorubio govrondesantis  ,5
188,2020-02-15,Donald J. Trump, thank you arnold very nice  ,5
189,2020-02-15,Donald J. Trump, today flotus and i encourage all americans to cherish and honor the memory of those we have lost through acts of love and service we will hold parkland forever in our hearts,5
190,2020-02-15,Donald J. Trump, it has been two years since the tragedy in parkland we will always mourn the innocent lives taken from us 14 wonderful students and 3 terrific educators earlier this week i met with families whose experiences from that horrible day still pierce the soul,5
191,2020-02-15,Donald J. Trump, tommcclintock is a strong conservative leader who will always fight for the people of california he fully supports our maga agenda will continue to secure our border loves our military vets is strong on the 2a tom has my complete endorsement http  ,5
192,2020-02-15,Donald J. Trump, jodeyarrington from the great state of texas has been an incredible supporter of our maga agenda jodey fully supports securing our border w the wall he loves our military vets and is strong on the 2a jodey has my complete and total endorsement  ,5
193,2020-02-15,Donald J. Trump, mointhehouse brooks is running for congress in the great state of alabama he is a huge supporter of the maga agenda mo fully supports securing our border wthe wall he loves our military vets is strong on the 2a mo has my complete endorsement  ,5
194,2020-02-14,Donald J. Trump, the greatest name in politics patrick mchenrycampaign from the great state of north carolina is a conservative fighter and a true leader who always supports our maga agenda patrick has my complete and total endorsement  ,5
195,2020-02-14,Donald J. Trump, thank you to the beautiful country of cambodia for accepting the carnivalcruise ship westerdam into your port the united states will remember your courtesy mickyarison,5
196,2020-02-14,Donald J. Trump, it is happening again to crazy bernie just like last time only far more obvious they are taking the democrat nomination away from him and there s very little he can do a rigged system,5
197,2020-02-14,Donald J. Trump, 95 approval rating in the republican party thank you,5
198,2020-02-14,Donald J. Trump, always continue every republican senator except romney many highly religious people all very smart voted against the impeachment hoax sencapito was all in a great person i was told by many that manchin was just a puppet for schumer pelosi that s what he is,5
199,2020-02-14,Donald J. Trump, i was very surprised disappointed that senator joe manchin of west virginia voted against me on the democrat s totally partisan impeachment hoax no president has done more for the great people of west virginia than me pensions and that will,5
200,2020-02-14,Donald J. Trump, president trump with smart policies has done more to help the black community than any president in the modern era ingrahamangle foxnews,5
201,2020-02-14,Donald J. Trump, the president has never asked me to do anything in a criminal case ag barr this doesn t mean that i do not have as president the legal right to do so i do but i have so far chosen not to,5
202,2020-02-13,Donald J. Trump, i m seeing governor cuomo today at the white house he must understand that national security far exceeds politics new york must stop all of its unnecessary lawsuits harrassment start cleaning itself up and lowering taxes build relationships but don t bring fredo,5
203,2020-02-13,Donald J. Trump, which he actually has a military and legal obligation to do his incredible wife karen who i have a lot of respect for once pulled me aside said strongly that john respects you greatly when we are no longer here he will only speak well of you wrong,5
204,2020-02-13,Donald J. Trump, when i terminated john kelly which i couldn t do fast enough he knew full well that he was way over his head being chief of staff just wasn t for him he came in with a bang went out with a whimper but like so many x s he misses the action just can t keep his mouth shut,5
205,2020-02-13,Donald J. Trump, drain the swamp we want bad people out of our government,5
206,2020-02-13,Donald J. Trump, mini mike is a 5 4 mass of dead energy who does not want to be on the debate stage with these professional politicians no boxes please he hates crazy bernie and will with enough money possibly stop him bernie s people will go nuts,5
207,2020-02-13,Donald J. Trump, mini mike bloomberg is a loser who has money but can t debate and has zero presence you will see he reminds me of a tiny version of jeb low energy bush but jeb has more political skill and has treated the black community much better than mini  ,5
208,2020-02-13,Donald J. Trump, deven nunes predicts that more examples of mueller team misconduct will be revealed in coming weeks seanhannity foxnews,5
209,2020-02-13,Donald J. Trump, now it looks like the fore person in the jury in the roger stone case had significant bias add that to everything else and this is not looking good for the justice department foxandfriends foxnews,5
210,2020-02-13,Donald J. Trump, great news kag2020  ,5
211,2020-02-12,Donald J. Trump, claudiatenney is a fantastic candidate running in new york where she was a great member of congress she is strong on crime borders cutting taxes your 2a and she loves our military and vets claudia has my complete and total endorsement  ,5
212,2020-02-12,Donald J. Trump, nmalliotakis is running for congress in ny i know her well we need her to defeat max rose who voted for impeachment nicole is strong on crime borders 2a cutting taxes she loves our military vets nicole has my complete total endorsement  ,5
213,2020-02-12,Donald J. Trump, mattformontana rosendale is a strong conservative fighter for montana matt stands w our brave veterans loves our military and he will continue working to secure our border matt will never let our 2a go unprotected matt has my total endorsement http  ,5
214,2020-02-12,Donald J. Trump, wesleyhunttx is running for congress in the great state of texas he will help us accomplish our america first policies wesley is strong on crime the border our 2nd amendment trade military and vets wesley has my complete and total endorsement  ,5
