,word,count
341,due,1
340,studying,1
339,tips,1
337,kids,1
336,theeconomy,1
335,pent,1
334,igshid1hhozeltjklkj,1
333,drive,1
332,fdr,1
331,nice,1
330,damn,1
329,girl,1
328,kinda,1
372,republicans,1
327,summer,1
326,outside,1
325,run,1
324,typically,1
316,mouth,1
315,opens,1
314,every,1
371,72,1
389,keeps,1
373,real,1
453,nycmayor,1
465,curevac,1
464,company,1
463,pharma,1
462,money,1
461,sums,1
460,large,1
459,offered,1
458,germany,1
457,shocked,1
456,scottmonty,1
455,piece,1
454,sobering,1
452,cbsnewyork,1
467,possible,1
451,tuesday,1
450,starting,1
449,takeoutdelivery,1
448,allowed,1
447,bars,1
446,restaurants,1
445,quarantine,1
444,national,1
443,icymi,1
442,virtually,1
441,blocks,1
440,tends,1
466,rights,1
468,vaccine,1
374,threat,1
483,onse,1
495,positivo,1
494,teste,1
493,com,1
492,membros,1
491,11,1
490,tem,1
489,ja,1
488,eua,1
487,aos,1
486,viagem,1
485,bolsonaro,1
484,comitiva,1
482,merda,1
469,exclusively,1
481,puta,1
480,like,1
479,shows,1
478,concerts,1
477,events,1
476,sporting,1
475,epoca,1
474,em,1
473,animal,1
472,classe,1
471,alegria,1
470,america,1
439,trucks,1
438,delivery,1
437,doubleparked,1
391,borders,1
403,njnationalguard,1
402,army,1
401,air,1
400,150,1
399,approx,1
398,learned,1
397,exclusive,1
396,covidcanada,1
395,canada,1
394,smart,1
393,away,1
392,right,1
390,closed,1
436,construction,1
282,difficult,1
388,worse,1
387,going,1
384,promised,1
383,2020,1
382,16,1
381,march,1
380,amid,1
379,square,1
377,40,1
376,dropped,1
375,number,1
404,troops,1
405,mobilized,1
406,mostly,1
407,transport,1
435,street,1
434,hudson,1
433,normally,1
431,coffee,1
430,morning,1
429,stopped,1
428,store,1
427,customer,1
426,carryout,1
425,manhattan,1
424,lower,1
423,starbucks,1
422,178,1
421,80,1
420,soar,1
419,nationalguard,1
418,mobilizes,1
417,govmurphy,1
416,someone,1
415,exposed,1
414,showing,1
412,elba,1
411,idris,1
409,units,1
408,mp,1
283,thankyou,1
248,job,1
281,neighborhoods,1
106,contradicts,1
103,needle,1
102,threading,1
100,spend,1
99,fauci,1
98,dr,1
97,feeling,1
96,data,1
95,based,1
94,truth,1
92,scientist,1
91,case,1
89,reported,1
88,salvador,1
86,far,1
85,score,1
84,credit,1
82,affecting,1
80,years,1
79,two,1
78,paid,1
77,3,1
76,next,1
74,card,1
104,boss,1
107,presser,1
72,bills,1
108,either,1
137,whatever,1
135,manufacturers,1
134,igshidr3kjbor4k7mv,1
132,issues,1
131,major,1
130,distract,1
129,let,1
128,pm,1
127,1030,1
126,sportsxtra,1
125,fox5ny,1
124,sunday,1
123,coloncancerawareness,1
122,talks,1
121,strawberry,1
120,darryl,1
119,thankfully,1
118,leadership,1
117,need,1
116,nygovcuomo,1
115,responsibility,1
113,accept,1
112,pressconference,1
73,cableinternetloancredit,1
71,utility,1
139,making,1
36,cuomo,1
33,10356,1
31,update,1
29,19,1
28,nj,1
27,lawn,1
26,fair,1
25,breaking,1
24,minutes,1
23,45,1
22,detect,1
19,diagnostic,1
17,approves,1
16,fda,1
14,getmeppe,1
13,ppenow,1
12,ppeshortages,1
11,effort,1
10,worth,1
9,well,1
8,journey,1
7,absolute,1
5,battle,1
2,n95,1
35,gov,1
40,find,1
70,worry,1
41,looking,1
69,salvadorans,1
68,wake,1
67,coronaviruspandemic,1
66,endviolence,1
65,stayathome,1
63,measures,1
62,containment,1
61,intensifying,1
60,amidst,1
59,violence,1
58,exploitation,1
57,neglect,1
56,abuse,1
55,risk,1
54,heightened,1
53,children,1
51,numbers,1
50,manage,1
49,system,1
48,care,1
45,period,1
43,reduce,1
42,positives,1
138,start,1
140,ventilators,1
280,local,1
251,issue,1
249,brownie,1
1,50000,1
247,heckuva,1
236,seriously,1
235,city,1
234,lock,1
233,needs,1
232,government,1
231,awful,1
230,though,1
229,weeks,1
227,hospitals,1
226,overflowing,1
225,day,1
224,ton,1
221,staying,1
220,exactly,1
218,shockingly,1
217,prisons,1
216,jails,1
215,confines,1
214,close,1
210,big,1
250,careful,1
252,domestic,1
208,nigeria,1
253,edicts,1
279,helping,1
278,heroes,1
277,guys,1
276,ridge,1
275,bay,1
274,fresh,1
273,met,1
272,especially,1
271,members,1
269,grocery,1
268,working,1
267,thank,1
265,gon,1
264,trumpers,1
263,danger,1
262,old,1
260,five,1
259,politicizing,1
258,happened,1
257,business,1
256,cares,1
255,ass,1
254,covering,1
209,already,1
207,platitudes,1
141,told,1
172,cantidad,1
170,duplicar,1
169,practicamente,1
168,luego,1
167,unidos,1
166,estados,1
165,del,1
164,epicentro,1
163,convierte,1
162,se,1
161,hoy,1
159,estado,1
157,confirmados,1
156,casos,1
154,5000,1
152,mas,1
151,son,1
150,ya,1
149,markets,1
148,futures,1
147,lizclamanlive,1
145,quarentinelife,1
143,london,1
142,doctor,1
171,la,1
173,igshidjpbr2bg17vo3,1
205,speak,1
174,italy,1
204,leaders,1
203,wait,1
202,afford,1
201,nt,1
200,ca,1
199,immediately,1
198,benefits,1
197,unemployment,1
196,increased,1
195,cash,1
194,direct,1
193,way,1
192,asap,1
191,normal,1
185,pandemic,1
183,surpasses,1
182,3405,1
181,toll,1
180,death,1
179,hours,1
178,24,1
176,dead,1
175,427,1
496,para,1
