,word,count
640,1290,1
642,385,1
643,ppl,1
644,1517,1
645,discharged,1
647,1121,1
648,compared,1
649,avg,1
651,noncovidrelated,1
666,similar,1
653,watch,1
654,press,1
655,conferences,1
657,nigeria,1
659,throughout,1
660,africa,1
661,interact,1
662,bases,1
663,21000,1
664,mass,1
665,transport,1
550,doctors,1
547,trevornoah,1
392,pediatric,1
435,report,1
439,difficult,1
440,bobgruen01,1
441,thebeatles,1
442,peace,1
443,imagine,1
444,imaginepeace,1
445,cometogether,1
446,stuckathome,1
447,quarantine,1
448,musicislife,1
449,beautiful,1
450,spring,1
451,sprung,1
453,stuck,1
454,except,1
455,walks,1
456,stay,1
458,pandemic2020,1
459,quarantinelife,1
460,washington,1
461,igshid1cvmemxh9ydl4,1
464,obviously,1
466,proper,1
467,funeral,1
468,gave,1
437,song,1
434,relieved,1
546,note,1
432,selfquarantining,1
393,emergency,1
394,room,1
395,getmeppe,1
396,igshids6323e2qvmyt,1
399,worlds,1
400,largest,1
401,event,1
402,spaces,1
403,transformed,1
404,1000,1
405,bed,1
408,4,1
409,borough,1
414,100717,1
415,united,1
416,states,1
418,john,1
419,hopkins,1
420,university,1
421,tally,1
423,april,1
424,5,1
428,resources,1
430,pressley,1
431,flulike,1
470,speech,1
471,touching,1
472,10k,1
473,volunteering,1
512,upon,1
515,goodness,1
516,contagion,1
517,spreads,1
518,drewbrees,1
519,nola,1
520,hodakotb,1
522,soon,1
523,job,1
524,fighting,1
525,borisjohnson,1
526,anyone,1
529,funny,1
530,somehow,1
531,disqualifies,1
532,delivering,1
534,consequence,1
536,use,1
538,minutes,1
540,drfauci,1
541,concise,1
542,interview,1
543,packed,1
544,valuable,1
545,journo,1
510,light,1
509,hurt,1
508,hurts,1
492,volunteer,1
474,counsel,1
475,plus,1
479,helps,1
480,put,1
481,perspective,1
483,reminded,1
486,44k,1
488,62447,1
489,retired,1
490,staff,1
491,come,1
493,alleviate,1
507,together,1
494,strain,1
495,announces,1
496,21,1
497,70,1
499,johnson,1
500,tests,1
502,65,1
503,degrees,1
504,windows,1
505,serious,1
506,question,1
1158,colonoscopies,1
